scfFolio2,scfConsec2,scfNombre2,scfCodigo2,scfValor2,scfRazon12,scfRazon22,scfRazon32,scfCodErr2,scfRecal2,scfFraude2,inpICCVal2
2381420,1,BC SCORE,7,0725,04, , , , , , 
2382601,1,BC SCORE,7,-008, , , , , , , 
2381739,1,BC SCORE,7,0569,28,21,31, , , , 
2381980,1,BC SCORE,7,0669,13,04,09, , , , 
2381899,1,BC SCORE,7,-009, , , , , , , 
2382087,1,BC SCORE,7,0717,04, , , , , , 
2382149,1,BC SCORE,7,0646,15,28,21, , , , 
2382176,1,BC SCORE,7,0725,04,28, , , , , 
2382221,1,BC SCORE,7,0655,15,16,09, , , , 
2382281,1,BC SCORE,7,0732,04, , , , , , 
2382643,1,BC SCORE,7,0627,15,17,16, , , , 
2382694,1,BC SCORE,7,0670,15,16,28, , , , 
2383156,1,BC SCORE,7,0668,13,04, , , , , 
2382970,1,BC SCORE,7,-009, , , , , , , 
2382964,1,BC SCORE,7,0666,28,31, , , , , 
2383605,1,BC SCORE,7,-005, , , , , , , 
2383119,1,BC SCORE,7,0547,28,21, , , , , 
2383247,1,BC SCORE,7,-009, , , , , , , 
2383279,1,BC SCORE,7,-009, , , , , , , 
2383758,1,BC SCORE,7,0676,28,16, , , , , 
2384320,1,BC SCORE,7,0720,04,28, , , , , 
2384122,1,BC SCORE,7,0676,15,28,04, , , , 
2384280,1,BC SCORE,7,0658,05,18,21, , , , 
2384340,1,BC SCORE,7,0640,28,15,32, , , , 
2385104,1,BC SCORE,7,-009, , , , , , , 
2384521,1,BC SCORE,7,0687,04,13, , , , , 
2384548,1,BC SCORE,7,0679,15,17,04, , , , 
2384632,1,BC SCORE,7,0698,16,04, , , , , 
2383654,1,BC SCORE,7,0660,17,16, , , , , 
2385478,1,BC SCORE,7,-009, , , , , , , 
2385446,1,BC SCORE,7,0669,15,21,09, , , , 
2385634,1,BC SCORE,7,0722,04, , , , , , 
2386665,1,BC SCORE,7,0670,17,15,31, , , , 
2386937,1,BC SCORE,7,0656,60, , , , , , 
2387187,1,BC SCORE,7,0691,28,16,04, , , , 
2387528,1,BC SCORE,7,-008, , , , , , , 
2336814,1,BC SCORE,7,0615,15,28, , , , , 
2336472,1,BC SCORE,7,0658,13,04, , , , , 
2336755,1,BC SCORE,7,0713,16,04, , , , , 
2336827,1,BC SCORE,7,0707,15,04, , , , , 
2337119,1,BC SCORE,7,-009, , , , , , , 
2337123,1,BC SCORE,7,0717,04, , , , , , 
2314010,1,BC SCORE,7,0694,28,04, , , , , 
2337112,1,BC SCORE,7,-008, , , , , , , 
2337058,1,BC SCORE,7,0717,21,04, , , , , 
2337570,1,BC SCORE,7,0701,15,04, , , , , 
2337617,1,BC SCORE,7,0710,51, , , , , , 
2338457,1,BC SCORE,7,0588,21, , , , , , 
2296255,1,BC SCORE,7,0722,04, , , , , , 
2338339,1,BC SCORE,7,0652,05,28, , , , , 
2338443,1,BC SCORE,7,-008, , , , , , , 
2338399,1,BC SCORE,7,0572,28,21, , , , , 
2338453,1,BC SCORE,7,0564,17,13,28, , , , 
2338528,1,BC SCORE,7,0652,17,15,28, , , , 
2338620,1,BC SCORE,7,0707,15,04,28, , , , 
2338785,1,BC SCORE,7,0729,04, , , , , , 
2334465,1,BC SCORE,7,0703,28, , , , , , 
2338956,1,BC SCORE,7,0710,16, , , , , , 
2338992,1,BC SCORE,7,0573,17,05,28, , , , 
2339219,1,BC SCORE,7,0677,28,17,04, , , , 
2215773,1,BC SCORE,7,0660,17,28,16, , , , 
2339372,1,BC SCORE,7,0704,31, , , , , , 
2339665,1,BC SCORE,7,0673,17,31, , , , , 
2339760,1,BC SCORE,7,0687,57, , , , , , 
2297575,1,BC SCORE,7,0693,31, , , , , , 
2339847,1,BC SCORE,7,0551,17,13,15, , , , 
2340167,1,BC SCORE,7,0696,28, , , , , , 
2340126,1,BC SCORE,7,0628,28, , , , , , 
2340202,1,BC SCORE,7,0540,17,13,15, , , , 
2340224,1,BC SCORE,7,0582,21, , , , , , 
2340239,1,BC SCORE,7,0701,28, , , , , , 
2341150,1,BC SCORE,7,0714,28,04, , , , , 
2340888,1,BC SCORE,7,0613,28,17,21, , , , 
2341050,1,BC SCORE,7,0688,28,17,04, , , , 
2340183,1,BC SCORE,7,0715,04, , , , , , 
2341270,1,BC SCORE,7,-008, , , , , , , 
2302239,1,BC SCORE,7,-008, , , , , , , 
2341352,1,BC SCORE,7,0578,21, , , , , , 
2341674,1,BC SCORE,7,0660,13,04, , , , , 
2341706,1,BC SCORE,7,0711,28,04, , , , , 
2318535,1,BC SCORE,7,0670,15,04, , , , , 
2341768,1,BC SCORE,7,0719,04, , , , , , 
2341870,1,BC SCORE,7,0713,04, , , , , , 
2342244,1,BC SCORE,7,0732,04, , , , , , 
2342350,1,BC SCORE,7,-008, , , , , , , 
2342187,1,BC SCORE,7,0664,17,21,28, , , , 
2242446,1,BC SCORE,7,0664,17,16, , , , , 
2342257,1,BC SCORE,7,0707,21,04, , , , , 
2342325,1,BC SCORE,7,0709,51, , , , , , 
2342316,1,BC SCORE,7,0664,28,05,32, , , , 
2342469,1,BC SCORE,7,0746,52, , , , , , 
2342758,1,BC SCORE,7,0628,15,28,17, , , , 
2342988,1,BC SCORE,7,-009, , , , , , , 
2343345,1,BC SCORE,7,0644,15,28,05, , , , 
2255696,1,BC SCORE,7,0680,15,21, , , , , 
2343141,1,BC SCORE,7,0678,28, , , , , , 
2343497,1,BC SCORE,7,0666,04,28, , , , , 
2343521,1,BC SCORE,7,0658,18,04, , , , , 
2343568,1,BC SCORE,7,0569,28,21, , , , , 
2343591,1,BC SCORE,7,-009, , , , , , , 
2343971,1,BC SCORE,7,0671,17,28,16, , , , 
2344020,1,BC SCORE,7,0664,05,28, , , , , 
2344028,1,BC SCORE,7,0572,17,05,28, , , , 
2344335,1,BC SCORE,7,0578,17,05,28, , , , 
2344432,1,BC SCORE,7,0612,15,17,28, , , , 
2344459,1,BC SCORE,7,0725,04, , , , , , 
2344978,1,BC SCORE,7,0721,04,28, , , , , 
2344989,1,BC SCORE,7,-009, , , , , , , 
2345074,1,BC SCORE,7,0664,21,15,04, , , , 
2345098,1,BC SCORE,7,0665,17,31,15, , , , 
2267973,1,BC SCORE,7,0723,04,28, , , , , 
2345396,1,BC SCORE,7,0686,15,04, , , , , 
2345603,1,BC SCORE,7,0683,15,21, , , , , 
2345656,1,BC SCORE,7,0714,15,04, , , , , 
2345964,1,BC SCORE,7,0710,04, , , , , , 
2346320,1,BC SCORE,7,0710,15,04, , , , , 
2346393,1,BC SCORE,7,0715,28,04, , , , , 
2311285,1,BC SCORE,7,0718,04, , , , , , 
2346478,1,BC SCORE,7,0644,15,28, , , , , 
2346915,1,BC SCORE,7,0627,15,17,28, , , , 
2297173,1,BC SCORE,7,0721,04, , , , , , 
2347214,1,BC SCORE,7,-009, , , , , , , 
2347217,1,BC SCORE,7,0650,05,28, , , , , 
2347442,1,BC SCORE,7,0669,04,28, , , , , 
2347362,1,BC SCORE,7,0689,15,09, , , , , 
2347485,1,BC SCORE,7,0575,21,28, , , , , 
2347552,1,BC SCORE,7,0729,52, , , , , , 
2347673,1,BC SCORE,7,0690,15,04, , , , , 
2347732,1,BC SCORE,7,0696,21,15,04, , , , 
2347834,1,BC SCORE,7,0660,17,16, , , , , 
2348729,1,BC SCORE,7,0732,16,04, , , , , 
2347968,1,BC SCORE,7,0684,04,13, , , , , 
2348234,1,BC SCORE,7,0732,04, , , , , , 
2348680,1,BC SCORE,7,0544,15, , , , , , 
2349000,1,BC SCORE,7,0643,15,21,16, , , , 
2341134,1,BC SCORE,7,0722,04,28, , , , , 
2348774,1,BC SCORE,7,0648,17,15,16, , , , 
2348910,1,BC SCORE,7,0631,15,05,28, , , , 
2348962,1,BC SCORE,7,0477,07,17,05, , , , 
2348945,1,BC SCORE,7,0646,17,16,15, , , , 
2349032,1,BC SCORE,7,0637,15,05,28, , , , 
2349175,1,BC SCORE,7,0720,21,04, , , , , 
2349253,1,BC SCORE,7,0706,21,04, , , , , 
2349246,1,BC SCORE,7,0663,17,15, , , , , 
2349273,1,BC SCORE,7,0644,28, , , , , , 
2349892,1,BC SCORE,7,0597,17,05,28, , , , 
2349911,1,BC SCORE,7,0606,17,05,28, , , , 
2350022,1,BC SCORE,7,0634,13,15,28, , , , 
2350148,1,BC SCORE,7,0640,13,15, , , , , 
2350250,1,BC SCORE,7,0716,21,04, , , , , 
2350761,1,BC SCORE,7,0511,13,05, , , , , 
2350476,1,BC SCORE,7,-009, , , , , , , 
2350510,1,BC SCORE,7,0662,28,32,18, , , , 
2350713,1,BC SCORE,7,0713,04, , , , , , 
2351629,1,BC SCORE,7,0694,31,04, , , , , 
2351544,1,BC SCORE,7,0730,04, , , , , , 
2351593,1,BC SCORE,7,0679,31,04, , , , , 
2351786,1,BC SCORE,7,0665,17,16, , , , , 
2351805,1,BC SCORE,7,0673,16,15,31, , , , 
2351901,1,BC SCORE,7,0636,15,09,16, , , , 
2352248,1,BC SCORE,7,0647,15,05, , , , , 
2352165,1,BC SCORE,7,0679,04,28,13, , , , 
2352552,1,BC SCORE,7,0700,15,04,28, , , , 
2352815,1,BC SCORE,7,0637,05,18,21, , , , 
2352953,1,BC SCORE,7,0634,15,28,16, , , , 
2352945,1,BC SCORE,7,0639,05,15,31, , , , 
2352964,1,BC SCORE,7,0680,15,28,04, , , , 
2353014,1,BC SCORE,7,0653,13,32, , , , , 
2353137,1,BC SCORE,7,0682,28,15,04, , , , 
2353332,1,BC SCORE,7,0728,04, , , , , , 
2354102,1,BC SCORE,7,0679,13,04, , , , , 
2353453,1,BC SCORE,7,0585,21,31, , , , , 
2353601,1,BC SCORE,7,0715,04,28, , , , , 
2353739,1,BC SCORE,7,0549,17,15,13, , , , 
2353767,1,BC SCORE,7,0656,15,28,31, , , , 
2353848,1,BC SCORE,7,0717,04,28, , , , , 
2353966,1,BC SCORE,7,0652,17,21,16, , , , 
2353963,1,BC SCORE,7,0666,28,05, , , , , 
2293194,1,BC SCORE,7,0677,15,16,17, , , , 
2354595,1,BC SCORE,7,0685,04,13, , , , , 
2354499,1,BC SCORE,7,-009, , , , , , , 
2354348,1,BC SCORE,7,-008, , , , , , , 
2377424,1,BC SCORE,7,0681,04,09, , , , , 
2354627,1,BC SCORE,7,0646,13,28,20, , , , 
2377487,1,BC SCORE,7,-008, , , , , , , 
2377582,1,BC SCORE,7,0697,15,29,09, , , , 
2377613,1,BC SCORE,7,0691,18, , , , , , 
2378055,1,BC SCORE,7,0672,05, , , , , , 
2378097,1,BC SCORE,7,0567,17,28, , , , , 
2379869,1,BC SCORE,7,0729,04, , , , , , 
2378109,1,BC SCORE,7,0706,16,04, , , , , 
2308760,1,BC SCORE,7,0536,17,32,31, , , , 
2378924,1,BC SCORE,7,0691,15,21,04, , , , 
2378940,1,BC SCORE,7,0710,04,28, , , , , 
2378950,1,BC SCORE,7,0718,04, , , , , , 
2379299,1,BC SCORE,7,0675,28,16,31, , , , 
2379452,1,BC SCORE,7,0585,17,21,05, , , , 
2379827,1,BC SCORE,7,0653,28,05, , , , , 
2379739,1,BC SCORE,7,0643,15,09,16, , , , 
2380932,1,BC SCORE,7,0674,18,28,32, , , , 
2381074,1,BC SCORE,7,0666,04,28, , , , , 
2380873,1,BC SCORE,7,0728,04, , , , , , 
2381024,1,BC SCORE,7,0690,15,21,04, , , , 
2381304,1,BC SCORE,7,0631,61, , , , , , 
2349971,1,BC SCORE,7,0621,28,15, , , , , 
2381294,1,BC SCORE,7,0659,05, , , , , , 
2381245,1,BC SCORE,7,0679,15,29,28, , , , 
2382017,1,BC SCORE,7,0725,04, , , , , , 
2381877,1,BC SCORE,7,0727,04,28, , , , , 
2382132,1,BC SCORE,7,0731,52, , , , , , 
2382780,1,BC SCORE,7,0488,01,13, , , , , 
2385834,1,BC SCORE,7,0715,21,04, , , , , 
2383106,1,BC SCORE,7,0691,15,09, , , , , 
2383171,1,BC SCORE,7,0676,28,16,04, , , , 
2383187,1,BC SCORE,7,0683,28, , , , , , 
2383266,1,BC SCORE,7,0679,15,17,31, , , , 
2383411,1,BC SCORE,7,0600,15,17,09, , , , 
2383607,1,BC SCORE,7,0718,04, , , , , , 
2383488,1,BC SCORE,7,0676,04, , , , , , 
2383751,1,BC SCORE,7,0659,17,21,16, , , , 
2383958,1,BC SCORE,7,0598,05,15,28, , , , 
2384587,1,BC SCORE,7,0700,21,04, , , , , 
2346519,1,BC SCORE,7,0662,15,28,16, , , , 
2346519,1,BC SCORE,7,0662,15,28,16, , , , 
2384589,1,BC SCORE,7,0684,16,31,04, , , , 
2385141,1,BC SCORE,7,0688,28,16, , , , , 
2385109,1,BC SCORE,7,0599,17,05,21, , , , 
2384870,1,BC SCORE,7,0632,15,05,28, , , , 
2384948,1,BC SCORE,7,0699,31,28,04, , , , 
2385440,1,BC SCORE,7,0663,15,16,17, , , , 
2385282,1,BC SCORE,7,0662,17,21,16, , , , 
2385491,1,BC SCORE,7,0709,15,04, , , , , 
2385577,1,BC SCORE,7,0675,21,04, , , , , 
2383505,1,BC SCORE,7,0675,15, , , , , , 
2385863,1,BC SCORE,7,0677,16,09,28, , , , 
2385870,1,BC SCORE,7,0656,28,16,09, , , , 
2385889,1,BC SCORE,7,0686,17,16, , , , , 
2386018,1,BC SCORE,7,-009, , , , , , , 
2386063,1,BC SCORE,7,0680,28,21,16, , , , 
2386568,1,BC SCORE,7,0678,21,31, , , , , 
2386711,1,BC SCORE,7,-008, , , , , , , 
2386609,1,BC SCORE,7,0655,13,31,32, , , , 
2386650,1,BC SCORE,7,0607,17,15,28, , , , 
2386964,1,BC SCORE,7,0667,15,16,28, , , , 
2296088,1,BC SCORE,7,0702,04, , , , , , 
2387244,1,BC SCORE,7,-008, , , , , , , 
